learnerID,School,Filipino_avg,English_avg,Math_avg,AralPan_avg,Science_avg,Age,Gender_F,Gender_M,Mother Tongue_Cebuano / Sinugbuanong Binisay,Mother Tongue_English,Mother Tongue_Hiligaynon,Mother Tongue_Ilocano,Mother Tongue_Kamayo,Mother Tongue_Kapampangan,Mother Tongue_Maranao,Mother Tongue_Pangasinan,Mother Tongue_Tagalog,Nutritional Status_Normal,Nutritional Status_Obese,Nutritional Status_Overweight,Nutritional Status_Severely Wasted,Nutritional Status_Wasted,MPS
NAN25-032,Nancayasan Elementary School,88.4,86.4,87.8,88.2,84.66666666666667,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
BES24-003,Badipa Elementary School,82.6,81.2,82.0,82.4,82.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
LANES25-051,Lananpin Elementary School,83.4,81.8,82.2,84.0,82.33333333333333,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,62.7
LANES25-064,Lananpin Elementary School,86.4,86.0,87.0,87.0,86.33333333333333,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-320,Urdaneta I Central School,89.8,89.6,89.8,89.8,89.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-018,Urdaneta I Central School,81.2,81.0,81.2,81.0,80.33333333333333,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74.03
UICS25-240,Urdaneta I Central School,84.0,82.8,83.2,84.4,85.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DAPSMECSE25-027,Don Amadeo Perez Sr. Memorial Elementary School - East,84.4,82.8,81.8,83.4,82.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.71
LANES25-058,Lananpin Elementary School,78.8,78.2,77.4,77.6,77.33333333333333,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
NAN25-008,Nancayasan Elementary School,83.0,82.0,81.6,82.4,82.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
BES25-081,Badipa Elementary School,76.0,76.2,76.0,76.0,76.0,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-009,Lananpin Elementary School,90.0,89.4,89.8,89.8,90.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-270,Urdaneta I Central School,86.4,85.2,85.4,86.0,84.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
NAN24-009,Nancayasan Elementary School,80.0,78.4,78.8,79.2,79.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.57
UICS25-068,Urdaneta I Central School,88.2,87.2,88.0,88.4,88.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.82
UISC25-054,Urdaneta City SPED Center,93.4,93.8,93.8,93.0,92.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
NAN25-050,Nancayasan Elementary School,91.6,81.0,88.6,85.8,83.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UICS25-102,Urdaneta I Central School,84.4,83.8,83.8,84.0,81.66666666666667,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-032,Urdaneta I Central School,77.8,77.4,78.2,78.0,78.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES25-112,Lananpin Elementary School,80.8,80.6,81.0,81.4,82.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
BES25-084,Badipa Elementary School,76.2,76.2,76.2,76.2,75.66666666666667,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UISC25-074,Urdaneta City SPED Center,94.4,94.6,94.4,94.8,95.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-037,Lananpin Elementary School,89.2,88.2,87.2,88.4,87.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-185,Urdaneta I Central School,82.8,83.6,83.0,83.8,84.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,66.82
UICS24-058,Urdaneta I Central School,85.6,85.2,86.6,85.8,84.66666666666667,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,74.03
UICS25-046,Urdaneta I Central School,90.4,90.0,89.0,89.8,88.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-023,Urdaneta City SPED Center,91.4,90.6,89.0,90.4,91.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UISC24-028,Urdaneta City SPED Center,92.0,91.0,92.0,92.6,93.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,76.93
BES25-048,Badipa Elementary School,83.6,83.8,83.0,84.8,84.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-047,Urdaneta I Central School,86.8,86.6,86.6,87.0,85.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-201,Urdaneta I Central School,85.783379502,88.0,87.8,86.2,84.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-037,Urdaneta I Central School,85.0,85.2,85.8,87.8,85.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES24-023,Lananpin Elementary School,82.0,81.6,81.0,81.2,79.66666666666667,16,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
BES25-201,Badipa Elementary School,79.0,78.2,78.4,78.6,80.33333333333333,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES24-024,Lananpin Elementary School,83.4,82.2,83.0,82.8,83.66666666666667,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
BES25-199,Badipa Elementary School,86.6,85.4,86.2,87.2,84.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-013,Lananpin Elementary School,82.6,82.6,82.2,82.2,82.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.7
NAN24-021,Nancayasan Elementary School,82.6,82.4,82.2,82.2,83.33333333333333,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.57
BES25-138,Badipa Elementary School,84.6,84.0,84.8,85.0,83.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,80.54
NAN25-063,Nancayasan Elementary School,86.0,89.2,85.4,88.2,86.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,58.64
DAFSIS25-007,Don Alipio Fernandez Sr. Integrated School,85.0,83.8,83.2,85.0,86.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UISC25-004,Urdaneta City SPED Center,89.6,90.8,90.0,89.6,90.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
NAN24-022,Nancayasan Elementary School,86.0,85.6,85.4,85.6,86.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,65.57
UISC25-001,Urdaneta City SPED Center,89.4,89.0,89.8,89.2,89.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-026,Lananpin Elementary School,80.0,79.4,79.6,80.0,79.0,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-111,Lananpin Elementary School,84.2,83.4,84.0,83.8,84.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
BES24-006,Badipa Elementary School,86.8,85.8,86.0,87.2,86.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
BES25-025,Badipa Elementary School,84.4,84.6,83.8,84.6,84.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
NAN25-031,Nancayasan Elementary School,86.6,85.4,84.6,86.6,85.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UICS25-318,Urdaneta I Central School,86.8,86.4,86.0,85.8,85.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-085,Urdaneta I Central School,88.8,86.8,87.0,88.2,87.66666666666667,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-021,Urdaneta I Central School,81.8,81.0,80.6,81.2,81.33333333333333,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
UICS25-379,Urdaneta I Central School,81.2,79.8,79.8,79.8,79.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-044,Urdaneta City SPED Center,91.2,90.2,91.0,91.8,89.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-356,Urdaneta I Central School,81.0,79.0,79.2,80.8,78.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-105,Lananpin Elementary School,82.0,81.0,81.6,81.8,81.33333333333333,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
NAN25-059,Nancayasan Elementary School,84.2,92.0,82.0,82.6,82.33333333333333,14,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UICS25-322,Urdaneta I Central School,86.0,85.4,85.6,86.4,86.66666666666667,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.82
UICS25-286,Urdaneta I Central School,84.8,83.2,84.4,84.6,83.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.82
UICS25-076,Urdaneta I Central School,90.4,89.2,89.0,89.4,90.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-148,Badipa Elementary School,88.6,87.6,88.6,87.4,88.33333333333333,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-134,Lananpin Elementary School,81.0,79.2,82.0,80.0,81.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UISC24-012,Urdaneta City SPED Center,90.2,89.6,90.0,90.4,90.0,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.93
BES25-157,Badipa Elementary School,92.4,91.6,92.8,91.4,91.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-005,Urdaneta I Central School,86.6,86.2,86.2,87.6,87.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-072,Lananpin Elementary School,88.8,87.4,86.6,88.0,86.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
DAPSMECSE25-023,Don Amadeo Perez Sr. Memorial Elementary School - East,80.4,79.2,80.0,80.8,83.0,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.71
DCBMES24-003,Don Clemente Blanco Memorial Elementary School,89.8,89.2,89.4,88.0,84.33333333333333,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.71
UICS25-111,Urdaneta I Central School,82.0,81.2,82.2,84.2,81.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-176,Urdaneta I Central School,81.2,79.8,81.4,81.4,79.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-294,Urdaneta I Central School,85.2,84.2,84.6,85.8,84.66666666666667,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-323,Urdaneta I Central School,87.0,86.4,86.0,87.2,86.33333333333333,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-083,Urdaneta City SPED Center,91.2,91.2,90.6,90.8,90.66666666666667,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-212,Urdaneta I Central School,83.383379502,84.2,85.4,84.6,85.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.82
UICS24-001,Urdaneta I Central School,90.2,88.0,88.2,89.2,86.66666666666667,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.03
LANES25-140,Lananpin Elementary School,87.8,86.6,87.8,87.4,88.66666666666667,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-092,Lananpin Elementary School,92.2,90.4,89.6,91.2,90.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,62.7
NAN24-016,Nancayasan Elementary School,83.0,82.6,82.8,83.4,82.33333333333333,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,65.57
UISC25-111,Urdaneta City SPED Center,91.2,89.6,90.4,90.2,89.66666666666667,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,72.08
LANES25-096,Lananpin Elementary School,84.6,82.8,82.8,84.6,82.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.7
UICS25-057,Urdaneta I Central School,89.4,89.2,87.4,89.2,90.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES24-019,Lananpin Elementary School,84.8,84.8,84.6,85.0,84.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
UICS24-038,Urdaneta I Central School,81.8,81.6,82.6,82.4,82.33333333333333,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES24-017,Lananpin Elementary School,85.4,84.4,83.4,83.6,84.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
UICS25-253,Urdaneta I Central School,85.4,85.2,85.4,85.0,83.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DAFSIS25-015,Don Alipio Fernandez Sr. Integrated School,88.2,87.2,86.4,87.4,88.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UICS25-078,Urdaneta I Central School,92.4,91.4,89.8,91.8,91.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DAFSIS25-020,Don Alipio Fernandez Sr. Integrated School,92.6,92.6,91.4,91.6,93.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UICS25-198,Urdaneta I Central School,87.4,85.2,86.2,86.8,83.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-067,Lananpin Elementary School,86.8,85.6,85.2,86.4,85.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,62.7
DAFSIS24-008,Don Alipio Fernandez Sr. Integrated School,85.4,84.8,84.0,84.0,84.0,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.93
DCBMES25-012,Don Clemente Blanco Memorial Elementary School,82.0,81.6,81.2,81.6,83.0,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.59
DAFSIS24-005,Don Alipio Fernandez Sr. Integrated School,87.2,88.0,87.2,87.0,86.0,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.93
NAN25-007,Nancayasan Elementary School,93.6,93.8,94.0,92.6,93.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.64
UICS25-162,Urdaneta I Central School,78.4,77.6,78.0,78.4,79.66666666666667,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC24-010,Urdaneta City SPED Center,91.8,90.8,91.0,90.8,92.33333333333333,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.93
UICS25-044,Urdaneta I Central School,83.4,83.4,84.2,83.8,84.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-093,Urdaneta City SPED Center,92.6,91.8,91.6,91.4,89.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.08
UICS25-052,Urdaneta I Central School,89.8,88.4,88.2,88.8,89.66666666666667,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.82
UICS25-060,Urdaneta I Central School,83.8,83.2,82.8,83.0,82.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-116,Urdaneta City SPED Center,89.8,90.8,91.6,90.6,90.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.08
UICS24-067,Urdaneta I Central School,85.4,85.0,85.2,85.0,84.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74.03
NAN25-062,Nancayasan Elementary School,79.6,87.4,79.8,81.6,82.0,14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UICS25-030,Urdaneta I Central School,88.0,87.0,86.6,87.2,89.33333333333333,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-036,Urdaneta I Central School,88.4,87.0,87.2,88.2,87.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
LANES25-029,Lananpin Elementary School,79.8,79.6,79.8,82.4,79.66666666666667,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.7
UISC25-050,Urdaneta City SPED Center,92.0,91.8,92.2,91.4,91.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-283,Urdaneta I Central School,88.2,88.0,88.2,88.4,88.33333333333333,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-074,Badipa Elementary School,82.6,81.0,81.2,82.0,81.0,10,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-352,Urdaneta I Central School,78.8,78.0,78.2,78.8,77.66666666666667,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
